ID,RET
418960,True
418961,True
418962,False
418963,False
418964,False
418965,False
418966,False
418967,True
418968,False
418969,False
418970,False
418971,True
418972,True
418973,True
418974,True
418975,False
418976,False
418977,False
418978,True
418979,False
418980,True
418981,False
418982,True
418983,False
418984,True
418985,False
418986,False
418987,False
418988,False
418989,True
418990,False
418991,False
418992,True
418993,True
418994,True
418995,True
418996,False
418997,False
418998,True
418999,False
419000,True
419001,False
419002,False
419003,True
419004,False
419005,False
419006,False
419007,False
419008,True
419009,False
419010,True
419011,False
419012,True
419013,True
419014,True
419015,False
419016,True
419017,False
419018,True
419019,True
419020,False
419021,False
419022,True
419023,True
419024,True
419025,False
419026,True
419027,True
419028,False
419029,False
419030,False
419031,True
419032,False
419033,True
419034,False
419035,True
419036,False
419037,True
419038,True
419039,False
419040,False
419041,False
419042,True
419043,False
419044,False
419045,False
419046,True
419047,False
419048,False
419049,False
419050,False
419051,False
419052,False
419053,True
419054,True
419055,True
419056,False
419057,True
419058,True
419059,False
419060,False
419061,True
419062,True
419063,False
419064,False
419065,True
419066,False
419067,False
419068,False
419069,False
419070,True
419071,False
419072,False
419073,False
419074,True
419075,False
419076,False
419077,False
419078,False
419079,False
419080,False
419081,False
419082,True
419083,True
419084,False
419085,True
419086,False
419087,False
419088,False
419089,True
419090,False
419091,True
419092,True
419093,False
419094,True
419095,True
419096,True
419097,True
419098,True
419099,False
419100,False
419101,False
419102,True
419103,True
419104,False
419105,False
419106,True
419107,True
419108,True
419109,True
419110,False
419111,False
419112,True
419113,True
419114,True
419115,False
419116,False
419117,False
419118,False
419119,False
419120,False
419121,False
419122,False
419123,False
419124,True
419125,False
419126,False
419127,True
419128,True
419129,True
419130,True
419131,False
419132,False
419133,False
419134,False
419135,False
419136,False
419137,True
419138,False
419139,True
419140,False
419141,False
419142,True
419143,True
419144,True
419145,False
419146,True
419147,False
419148,False
419149,False
419150,True
419151,False
419152,False
419153,False
419154,False
419155,False
419156,False
419157,False
419158,True
419159,False
419160,False
419161,True
419162,False
419163,True
419164,False
419165,False
419166,False
419167,False
419168,True
419169,True
419170,True
419171,False
419172,True
419173,False
419174,False
419175,False
419176,False
419177,False
419178,False
419179,True
419180,True
419181,False
419182,True
419183,False
419184,True
419185,False
419186,False
419187,False
419188,False
419189,True
419190,True
419191,True
419192,False
419193,False
419194,False
419195,False
419196,False
419197,False
419198,False
419199,False
419200,False
419201,False
419202,False
419203,False
419204,True
419205,False
419206,False
419207,False
419208,False
419209,False
419210,False
419211,False
419212,False
419213,False
419214,False
419215,False
419216,False
419217,False
419218,False
419219,False
419220,False
419221,False
419222,False
419223,False
419224,False
419225,False
419226,False
419227,False
419228,True
419229,True
419230,True
419231,False
419232,False
419233,False
419234,True
419235,False
419236,True
419237,True
419238,True
419239,True
419240,True
419241,False
419242,True
419243,True
419244,False
419245,False
419246,True
419247,True
419248,True
419249,True
419250,True
419251,True
419252,True
419253,True
419254,True
419255,True
419256,True
419257,False
419258,True
419259,True
419260,True
419261,False
419262,True
419263,True
419264,True
419265,False
419266,False
419267,True
419268,False
419269,True
419270,False
419271,True
419272,False
419273,False
419274,False
419275,True
419276,True
419277,False
419278,True
419279,False
419280,True
419281,False
419282,False
419283,True
419284,True
419285,True
419286,False
419287,False
419288,True
419289,True
419290,False
419291,False
419292,True
419293,False
419294,False
419295,False
419296,False
419297,True
419298,False
419299,True
419300,False
419301,True
419302,False
419303,True
419304,True
419305,True
419306,True
419307,True
419308,True
419309,True
419310,True
419311,False
419312,True
419313,True
419314,False
419315,False
419316,True
419317,True
419318,True
419319,True
419320,False
419321,True
419322,True
419323,True
419324,True
419325,True
419326,True
419327,True
419328,True
419329,True
419330,True
419331,True
419332,True
419333,True
419334,False
419335,True
419336,True
419337,True
419338,True
419339,True
419340,True
419341,True
419342,True
419343,False
419344,True
419345,False
419346,True
419347,True
419348,True
419349,True
419350,True
419351,True
419352,True
419353,False
419354,True
419355,True
419356,True
419357,True
419358,False
419359,False
419360,False
419361,True
419362,True
419363,True
419364,True
419365,True
419366,True
419367,True
419368,True
419369,True
419370,True
419371,True
419372,True
419373,True
419374,True
419375,False
419376,True
419377,True
419378,True
419379,True
419380,True
419381,False
419382,False
419383,False
419384,True
419385,True
419386,True
419387,True
419388,True
419389,True
419390,True
419391,True
419392,True
419393,True
419394,True
419395,True
419396,True
419397,True
419398,True
419399,True
419400,True
419401,True
419402,False
419403,False
419404,False
419405,True
419406,True
419407,True
419408,True
419409,True
419410,True
419411,True
419412,True
419413,True
419414,True
419415,True
419416,True
419417,True
419418,True
419419,True
419420,True
419421,True
419422,True
419423,False
419424,True
419425,True
419426,False
419427,True
419428,True
419429,False
419430,True
419431,True
419432,True
419433,True
419434,True
419435,True
419436,True
419437,False
419438,True
419439,True
419440,True
419441,True
419442,False
419443,True
419444,True
419445,False
419446,False
419447,True
419448,True
419449,True
419450,True
419451,True
419452,True
419453,True
419454,True
419455,True
419456,False
419457,False
419458,True
419459,True
419460,True
419461,True
419462,True
419463,False
419464,False
419465,False
419466,False
419467,False
419468,False
419469,False
419470,True
419471,False
419472,False
419473,True
419474,False
419475,True
419476,False
419477,True
419478,False
419479,True
419480,True
419481,True
419482,True
419483,True
419484,True
419485,True
419486,True
419487,False
419488,True
419489,True
419490,True
419491,True
419492,True
419493,False
419494,False
419495,False
419496,True
419497,True
419498,True
419499,True
419500,True
419501,True
419502,True
419503,True
419504,True
419505,True
419506,True
419507,True
419508,True
419509,True
419510,True
419511,True
419512,True
419513,True
419514,False
419515,True
419516,True
419517,False
419518,True
419519,False
419520,False
419521,True
419522,True
419523,True
419524,True
419525,True
419526,True
419527,False
419528,True
419529,True
419530,False
419531,False
419532,False
419533,True
419534,False
419535,False
419536,False
419537,False
419538,True
419539,False
419540,True
419541,True
419542,True
419543,True
419544,True
419545,True
419546,True
419547,True
419548,True
419549,True
419550,True
419551,False
419552,True
419553,True
419554,False
419555,True
419556,True
419557,True
419558,True
419559,False
419560,True
419561,False
419562,False
419563,True
419564,False
419565,False
419566,False
419567,True
419568,True
419569,True
419570,False
419571,True
419572,True
419573,False
419574,True
419575,True
419576,True
419577,True
419578,True
419579,True
419580,True
419581,True
419582,True
419583,True
419584,True
419585,False
419586,True
419587,True
419588,True
419589,True
419590,True
419591,True
419592,False
419593,False
419594,True
419595,True
419596,True
419597,True
419598,True
419599,True
419600,True
419601,True
419602,True
419603,True
419604,True
419605,True
419606,True
419607,True
419608,True
419609,True
419610,True
419611,True
419612,True
419613,True
419614,True
419615,True
419616,True
419617,False
419618,True
419619,True
419620,True
419621,True
419622,True
419623,False
419624,False
419625,True
419626,False
419627,True
419628,True
419629,True
419630,True
419631,False
419632,False
419633,True
419634,True
419635,False
419636,False
419637,True
419638,True
419639,False
419640,True
419641,False
419642,True
419643,True
419644,False
419645,False
419646,True
419647,True
419648,True
419649,True
419650,False
419651,False
419652,True
419653,True
419654,True
419655,True
419656,False
419657,True
419658,True
419659,False
419660,True
419661,False
419662,True
419663,False
419664,True
419665,True
419666,True
419667,False
419668,False
419669,False
419670,True
419671,True
419672,True
419673,True
419674,True
419675,True
419676,False
419677,False
419678,True
419679,False
419680,True
419681,False
419682,True
419683,False
419684,False
419685,False
419686,True
419687,False
419688,False
419689,True
419690,True
419691,True
419692,True
419693,True
419694,True
419695,True
419696,True
419697,True
419698,False
419699,False
419700,True
419701,True
419702,False
419703,True
419704,True
419705,True
419706,False
419707,True
419708,True
419709,True
419710,True
419711,False
419712,True
419713,True
419714,True
419715,True
419716,True
419717,True
419718,False
419719,True
419720,False
419721,True
419722,False
419723,True
419724,True
419725,True
419726,False
419727,True
419728,True
419729,False
419730,True
419731,False
419732,True
419733,True
419734,True
419735,False
419736,True
419737,True
419738,True
419739,True
419740,True
419741,False
419742,False
419743,True
419744,False
419745,True
419746,False
419747,True
419748,False
419749,False
419750,True
419751,True
419752,True
419753,True
419754,True
419755,False
419756,False
419757,True
419758,True
419759,True
419760,True
419761,False
419762,True
419763,False
419764,True
419765,False
419766,True
419767,True
419768,False
419769,True
419770,True
419771,True
419772,True
419773,True
419774,True
419775,True
419776,False
419777,False
419778,True
419779,True
419780,False
419781,True
419782,True
419783,False
419784,True
419785,True
419786,True
419787,True
419788,False
419789,False
419790,False
419791,True
419792,False
419793,True
419794,False
419795,True
419796,True
419797,True
419798,True
419799,False
419800,True
419801,False
419802,True
419803,True
419804,False
419805,True
419806,False
419807,False
419808,False
419809,True
419810,True
419811,True
419812,False
419813,True
419814,False
419815,True
419816,True
419817,True
419818,True
419819,True
419820,False
419821,True
419822,True
419823,True
419824,True
419825,False
419826,True
419827,True
419828,True
419829,True
419830,True
419831,False
419832,True
419833,True
419834,True
419835,False
419836,True
419837,True
419838,False
419839,False
419840,False
419841,True
419842,True
419843,True
419844,True
419845,True
419846,True
419847,True
419848,False
419849,False
419850,True
419851,True
419852,True
419853,False
419854,True
419855,True
419856,True
419857,True
419858,True
419859,True
419860,True
419861,True
419862,False
419863,True
419864,True
419865,True
419866,True
419867,True
419868,False
419869,False
419870,True
419871,True
419872,False
419873,True
419874,False
419875,True
419876,True
419877,True
419878,True
419879,True
419880,False
419881,False
419882,True
419883,True
419884,True
419885,True
419886,False
419887,False
419888,False
419889,True
419890,True
419891,True
419892,True
419893,False
419894,False
419895,False
419896,True
419897,False
419898,True
419899,True
419900,True
419901,False
419902,False
419903,False
419904,False
419905,False
419906,False
419907,False
419908,True
419909,True
419910,False
419911,False
419912,False
419913,True
419914,True
419915,True
419916,True
419917,True
419918,False
419919,True
419920,True
419921,True
419922,False
419923,True
419924,True
419925,True
419926,True
419927,True
419928,False
419929,True
419930,True
419931,False
419932,False
419933,True
419934,True
419935,True
419936,False
419937,True
419938,False
419939,True
419940,True
419941,False
419942,True
419943,True
419944,False
419945,True
419946,False
419947,True
419948,True
419949,True
419950,True
419951,True
419952,False
419953,True
419954,True
419955,False
419956,True
419957,True
419958,True
419959,True
419960,True
419961,True
419962,True
419963,True
419964,True
419965,False
419966,True
419967,False
419968,True
419969,True
419970,False
419971,True
419972,False
419973,True
419974,True
419975,True
419976,True
419977,True
419978,False
419979,True
419980,False
419981,False
419982,False
419983,True
419984,False
419985,True
419986,False
419987,False
419988,False
419989,False
419990,True
419991,False
419992,False
419993,True
419994,True
419995,False
419996,True
419997,False
419998,True
419999,False
420000,False
420001,False
420002,False
420003,False
420004,False
420005,True
420006,True
420007,False
420008,False
420009,True
420010,True
420011,False
420012,True
420013,False
420014,False
420015,True
420016,False
420017,False
420018,False
420019,True
420020,False
420021,False
420022,True
420023,True
420024,True
420025,False
420026,False
420027,True
420028,True
420029,True
420030,False
420031,False
420032,False
420033,False
420034,True
420035,False
420036,True
420037,False
420038,True
420039,True
420040,False
420041,False
420042,True
420043,False
420044,True
420045,True
420046,True
420047,False
420048,False
420049,False
420050,True
420051,False
420052,False
420053,False
420054,True
420055,False
420056,True
420057,False
420058,True
420059,False
420060,False
420061,True
420062,True
420063,False
420064,True
420065,False
420066,True
420067,False
420068,True
420069,False
420070,False
420071,False
420072,True
420073,False
420074,True
420075,False
420076,True
420077,True
420078,True
420079,False
420080,True
420081,True
420082,True
420083,False
420084,False
420085,False
420086,False
420087,False
420088,False
420089,True
420090,False
420091,True
420092,True
420093,True
420094,False
420095,False
420096,True
420097,True
420098,False
420099,True
420100,False
420101,False
420102,True
420103,True
420104,False
420105,False
420106,True
420107,True
420108,True
420109,False
420110,True
420111,False
420112,True
420113,True
420114,False
420115,False
420116,True
420117,False
420118,False
420119,True
420120,False
420121,True
420122,False
420123,True
420124,False
420125,False
420126,True
420127,True
420128,False
420129,False
420130,False
420131,False
420132,False
420133,True
420134,True
420135,True
420136,False
420137,False
420138,False
420139,True
420140,False
420141,False
420142,True
420143,True
420144,False
420145,False
420146,False
420147,False
420148,False
420149,True
420150,False
420151,False
420152,True
420153,False
420154,False
420155,False
420156,True
420157,False
420158,True
420159,False
420160,False
420161,True
420162,False
420163,False
420164,True
420165,False
420166,True
420167,True
420168,True
420169,False
420170,True
420171,True
420172,True
420173,False
420174,False
420175,True
420176,True
420177,True
420178,True
420179,True
420180,True
420181,False
420182,False
420183,False
420184,False
420185,False
420186,False
420187,False
420188,False
420189,False
420190,False
420191,False
420192,True
420193,True
420194,False
420195,False
420196,True
420197,False
420198,True
420199,False
420200,False
420201,True
420202,True
420203,True
420204,False
420205,True
420206,True
420207,False
420208,True
420209,True
420210,False
420211,False
420212,False
420213,False
420214,True
420215,False
420216,False
420217,False
420218,True
420219,True
420220,False
420221,True
420222,False
420223,False
420224,False
420225,False
420226,False
420227,True
420228,False
420229,True
420230,False
420231,False
420232,False
420233,True
420234,True
420235,True
420236,True
420237,False
420238,False
420239,False
420240,True
420241,False
420242,False
420243,False
420244,False
420245,True
420246,True
420247,False
420248,True
420249,True
420250,False
420251,True
420252,False
420253,True
420254,False
420255,False
420256,True
420257,False
420258,False
420259,False
420260,True
420261,True
420262,False
420263,True
420264,True
420265,True
420266,False
420267,True
420268,False
420269,True
420270,False
420271,False
420272,True
420273,True
420274,True
420275,False
420276,False
420277,True
420278,True
420279,False
420280,False
420281,True
420282,False
420283,False
420284,False
420285,False
420286,True
420287,False
420288,False
420289,True
420290,True
420291,True
420292,True
420293,True
420294,True
420295,False
420296,True
420297,False
420298,False
420299,True
420300,False
420301,True
420302,False
420303,False
420304,True
420305,True
420306,True
420307,True
420308,True
420309,False
420310,True
420311,False
420312,False
420313,False
420314,True
420315,False
420316,False
420317,False
420318,False
420319,False
420320,True
420321,False
420322,False
420323,True
420324,True
420325,True
420326,False
420327,True
420328,False
420329,True
420330,False
420331,False
420332,True
420333,True
420334,True
420335,False
420336,True
420337,False
420338,False
420339,True
420340,True
420341,False
420342,False
420343,True
420344,True
420345,True
420346,True
420347,False
420348,False
420349,False
420350,False
420351,False
420352,False
420353,False
420354,True
420355,True
420356,False
420357,False
420358,True
420359,True
420360,True
420361,True
420362,False
420363,False
420364,False
420365,True
420366,False
420367,True
420368,False
420369,False
420370,True
420371,True
420372,True
420373,False
420374,True
420375,True
420376,False
420377,True
420378,False
420379,False
420380,False
420381,False
420382,False
420383,False
420384,True
420385,True
420386,True
420387,True
420388,False
420389,True
420390,True
420391,True
420392,False
420393,True
420394,True
420395,False
420396,True
420397,True
420398,False
420399,False
420400,True
420401,True
420402,False
420403,True
420404,False
420405,True
420406,False
420407,False
420408,True
420409,False
420410,False
420411,False
420412,False
420413,False
420414,True
420415,True
420416,False
420417,True
420418,True
420419,False
420420,True
420421,False
420422,False
420423,False
420424,False
420425,True
420426,True
420427,False
420428,False
420429,False
420430,False
420431,False
420432,False
420433,False
420434,False
420435,True
420436,False
420437,False
420438,False
420439,False
420440,False
420441,False
420442,True
420443,True
420444,False
420445,False
420446,False
420447,False
420448,False
420449,True
420450,False
420451,False
420452,True
420453,True
420454,True
420455,True
420456,True
420457,False
420458,False
420459,False
420460,False
420461,True
420462,False
420463,False
420464,True
420465,False
420466,False
420467,False
420468,True
420469,True
420470,True
420471,True
420472,True
420473,False
420474,True
420475,True
420476,False
420477,False
420478,False
420479,False
420480,False
420481,False
420482,False
420483,False
420484,False
420485,True
420486,True
420487,True
420488,False
420489,True
420490,True
420491,False
420492,True
420493,True
420494,False
420495,True
420496,False
420497,True
420498,False
420499,False
420500,True
420501,False
420502,False
420503,True
420504,False
420505,False
420506,True
420507,True
420508,False
420509,False
420510,False
420511,False
420512,True
420513,False
420514,True
420515,True
420516,False
420517,False
420518,False
420519,False
420520,False
420521,False
420522,True
420523,True
420524,True
420525,False
420526,False
420527,True
420528,True
420529,True
420530,False
420531,True
420532,False
420533,False
420534,True
420535,True
420536,False
420537,False
420538,True
420539,True
420540,False
420541,False
420542,True
420543,True
420544,True
420545,False
420546,False
420547,False
420548,False
420549,False
420550,True
420551,True
420552,True
420553,False
420554,False
420555,True
420556,False
420557,False
420558,True
420559,False
420560,False
420561,True
420562,False
420563,False
420564,False
420565,False
420566,True
420567,False
420568,False
420569,False
420570,False
420571,False
420572,True
420573,True
420574,True
420575,False
420576,False
420577,True
420578,True
420579,False
420580,False
420581,False
420582,False
420583,False
420584,True
420585,False
420586,False
420587,False
420588,False
420589,True
420590,True
420591,False
420592,True
420593,False
420594,False
420595,True
420596,False
420597,False
420598,True
420599,False
420600,False
420601,False
420602,True
420603,True
420604,True
420605,False
420606,False
420607,False
420608,False
420609,True
420610,False
420611,False
420612,True
420613,True
420614,False
420615,True
420616,False
420617,True
420618,True
420619,True
420620,False
420621,True
420622,False
420623,True
420624,True
420625,False
420626,True
420627,False
420628,True
420629,False
420630,False
420631,False
420632,True
420633,False
420634,False
420635,False
420636,True
420637,True
420638,False
420639,True
420640,False
420641,False
420642,False
420643,True
420644,False
420645,True
420646,True
420647,False
420648,False
420649,False
420650,True
420651,False
420652,True
420653,False
420654,False
420655,False
420656,False
420657,True
420658,False
420659,True
420660,False
420661,False
420662,False
420663,True
420664,False
420665,False
420666,True
420667,True
420668,False
420669,False
420670,False
420671,False
420672,True
420673,True
420674,False
420675,True
420676,False
420677,True
420678,True
420679,True
420680,False
420681,False
420682,False
420683,True
420684,True
420685,True
420686,False
420687,False
420688,False
420689,False
420690,True
420691,False
420692,False
420693,True
420694,False
420695,False
420696,False
420697,False
420698,True
420699,True
420700,True
420701,True
420702,False
420703,False
420704,True
420705,False
420706,False
420707,False
420708,False
420709,False
420710,True
420711,True
420712,False
420713,False
420714,False
420715,True
420716,True
420717,False
420718,True
420719,False
420720,True
420721,False
420722,True
420723,False
420724,True
420725,True
420726,False
420727,False
420728,True
420729,True
420730,False
420731,False
420732,True
420733,False
420734,False
420735,False
420736,False
420737,False
420738,False
420739,False
420740,True
420741,True
420742,True
420743,False
420744,False
420745,True
420746,False
420747,True
420748,True
420749,True
420750,True
420751,True
420752,True
420753,False
420754,True
420755,True
420756,True
420757,True
420758,True
420759,True
420760,False
420761,False
420762,True
420763,False
420764,False
420765,False
420766,True
420767,False
420768,True
420769,True
420770,True
420771,False
420772,False
420773,False
420774,True
420775,True
420776,False
420777,False
420778,True
420779,False
420780,True
420781,False
420782,False
420783,True
420784,False
420785,False
420786,False
420787,False
420788,False
420789,False
420790,False
420791,True
420792,True
420793,True
420794,True
420795,True
420796,False
420797,False
420798,False
420799,False
420800,True
420801,False
420802,False
420803,True
420804,False
420805,False
420806,False
420807,False
420808,False
420809,True
420810,False
420811,True
420812,False
420813,True
420814,True
420815,False
420816,False
420817,True
420818,True
420819,True
420820,True
420821,True
420822,True
420823,False
420824,True
420825,False
420826,False
420827,False
420828,True
420829,True
420830,False
420831,True
420832,True
420833,True
420834,False
420835,False
420836,True
420837,False
420838,False
420839,True
420840,True
420841,False
420842,False
420843,True
420844,False
420845,True
420846,True
420847,True
420848,False
420849,False
420850,False
420851,False
420852,False
420853,True
420854,False
420855,True
420856,True
420857,True
420858,False
420859,True
420860,False
420861,True
420862,False
420863,False
420864,False
420865,True
420866,False
420867,True
420868,False
420869,False
420870,False
420871,False
420872,False
420873,True
420874,True
420875,False
420876,True
420877,False
420878,True
420879,False
420880,True
420881,False
420882,True
420883,False
420884,False
420885,True
420886,True
420887,False
420888,False
420889,False
420890,True
420891,False
420892,True
420893,False
420894,False
420895,False
420896,False
420897,True
420898,False
420899,True
420900,False
420901,False
420902,False
420903,True
420904,False
420905,False
420906,True
420907,False
420908,False
420909,False
420910,False
420911,False
420912,True
420913,False
420914,False
420915,True
420916,False
420917,False
420918,False
420919,True
420920,False
420921,False
420922,False
420923,False
420924,True
420925,False
420926,False
420927,False
420928,False
420929,False
420930,True
420931,True
420932,True
420933,True
420934,False
420935,False
420936,False
420937,True
420938,False
420939,False
420940,False
420941,False
420942,False
420943,True
420944,True
420945,False
420946,True
420947,True
420948,False
420949,True
420950,True
420951,True
420952,False
420953,True
420954,True
420955,True
420956,True
420957,False
420958,True
420959,True
420960,True
420961,True
420962,False
420963,True
420964,True
420965,False
420966,False
420967,False
420968,True
420969,True
420970,True
420971,True
420972,True
420973,False
420974,False
420975,True
420976,True
420977,False
420978,False
420979,False
420980,True
420981,True
420982,False
420983,True
420984,False
420985,False
420986,True
420987,False
420988,False
420989,True
420990,False
420991,False
420992,True
420993,True
420994,False
420995,False
420996,True
420997,False
420998,False
420999,True
421000,False
421001,True
421002,False
421003,True
421004,False
421005,True
421006,False
421007,False
421008,False
421009,False
421010,False
421011,False
421012,False
421013,True
421014,True
421015,False
421016,False
421017,False
421018,False
421019,False
421020,True
421021,False
421022,False
421023,False
421024,False
421025,True
421026,False
421027,False
421028,False
421029,True
421030,True
421031,True
421032,False
421033,False
421034,False
421035,False
421036,True
421037,False
421038,False
421039,True
421040,False
421041,True
421042,True
421043,False
421044,False
421045,False
421046,True
421047,True
421048,True
421049,True
421050,False
421051,False
421052,False
421053,False
421054,False
421055,True
421056,False
421057,True
421058,True
421059,False
421060,True
421061,False
421062,True
421063,False
421064,True
421065,False
421066,False
421067,False
421068,True
421069,True
421070,False
421071,True
421072,False
421073,True
421074,True
421075,True
421076,False
421077,False
421078,False
421079,False
421080,False
421081,True
421082,False
421083,True
421084,True
421085,False
421086,True
421087,True
421088,False
421089,False
421090,False
421091,True
421092,False
421093,False
421094,True
421095,True
421096,True
421097,False
421098,False
421099,True
421100,True
421101,False
421102,False
421103,False
421104,True
421105,True
421106,True
421107,True
421108,False
421109,False
421110,True
421111,False
421112,False
421113,True
421114,False
421115,False
421116,True
421117,False
421118,True
421119,False
421120,False
421121,True
421122,True
421123,False
421124,True
421125,False
421126,True
421127,False
421128,True
421129,False
421130,True
421131,True
421132,True
421133,False
421134,True
421135,False
421136,False
421137,False
421138,False
421139,False
421140,True
421141,False
421142,False
421143,False
421144,False
421145,False
421146,True
421147,True
421148,False
421149,False
421150,False
421151,True
421152,True
421153,True
421154,False
421155,True
421156,False
421157,True
421158,True
421159,False
421160,False
421161,False
421162,False
421163,True
421164,False
421165,False
421166,False
421167,True
421168,False
421169,True
421170,True
421171,False
421172,False
421173,True
421174,True
421175,True
421176,False
421177,True
421178,False
421179,False
421180,True
421181,False
421182,False
421183,True
421184,False
421185,False
421186,False
421187,False
421188,False
421189,False
421190,True
421191,True
421192,False
421193,False
421194,False
421195,True
421196,True
421197,True
421198,True
421199,True
421200,False
421201,True
421202,True
421203,False
421204,True
421205,False
421206,False
421207,True
421208,False
421209,True
421210,True
421211,True
421212,True
421213,False
421214,False
421215,False
421216,False
421217,False
421218,False
421219,False
421220,False
421221,True
421222,True
421223,False
421224,True
421225,False
421226,True
421227,False
421228,False
421229,False
421230,True
421231,True
421232,False
421233,True
421234,False
421235,True
421236,True
421237,False
421238,False
421239,True
421240,True
421241,True
421242,False
421243,False
421244,True
421245,True
421246,True
421247,True
421248,False
421249,True
421250,False
421251,False
421252,False
421253,False
421254,False
421255,False
421256,False
421257,True
421258,True
421259,False
421260,False
421261,False
421262,False
421263,False
421264,True
421265,False
421266,True
421267,True
421268,True
421269,False
421270,False
421271,True
421272,True
421273,True
421274,True
421275,False
421276,False
421277,False
421278,True
421279,False
421280,True
421281,False
421282,True
421283,False
421284,False
421285,True
421286,True
421287,False
421288,False
421289,False
421290,True
421291,False
421292,False
421293,False
421294,False
421295,True
421296,False
421297,True
421298,False
421299,False
421300,False
421301,True
421302,True
421303,True
421304,True
421305,True
421306,False
421307,False
421308,True
421309,True
421310,True
421311,False
421312,False
421313,True
421314,False
421315,False
421316,True
421317,False
421318,False
421319,False
421320,True
421321,False
421322,True
421323,True
421324,False
421325,False
421326,True
421327,False
421328,True
421329,True
421330,False
421331,True
421332,False
421333,True
421334,True
421335,False
421336,True
421337,False
421338,True
421339,False
421340,False
421341,False
421342,False
421343,True
421344,False
421345,False
421346,True
421347,False
421348,True
421349,True
421350,False
421351,False
421352,True
421353,False
421354,True
421355,True
421356,False
421357,True
421358,False
421359,True
421360,False
421361,True
421362,False
421363,False
421364,False
421365,False
421366,False
421367,False
421368,False
421369,False
421370,False
421371,True
421372,False
421373,False
421374,True
421375,True
421376,False
421377,False
421378,False
421379,False
421380,True
421381,True
421382,True
421383,True
421384,True
421385,True
421386,True
421387,True
421388,False
421389,True
421390,True
421391,False
